headline,newspaper,ai_model,approach,file,headline_length,generated_rouge1_f,generated_rouge2_f,generated_rougeL_f,generated_hl_rouge1_f,generated_hl_rouge2_f,generated_hl_rougeL_f,original_hl_rouge1_f,original_hl_rouge2_f,original_hl_rougeL_f
Кабмин одобрил проект соглашения о безвизовом режиме с Мьянмой,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,9,0.2647058775962371,0.11594202431825266,0.24999999524329586,0.2487046608059277,0.18032786688423813,0.2487046608059277,0.3157894704483013,0.2064516100262227,0.3007518764633389
"Йеллен: пошлины, введенные Трампом, грозят стране рецессией",tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,7,0.2636103103196198,0.04618937163609649,0.24641833324225587,0.1676646684599663,0.041025639103747624,0.15568862055577468,0.1071428554436384,0.07857142718392858,0.09821428401506699
"Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем",tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,12,0.2470119472490914,0.07073954485416853,0.23904381975905153,0.19393939128448123,0.09374999750868063,0.19393939128448123,0.2898550694055871,0.18285714016914287,0.2898550694055871
Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,13,0.36666666225987654,0.19246861494021472,0.3444444400376544,0.26388888620466827,0.127659572240833,0.26388888620466827,0.5365853618173706,0.3838383801652894,0.5365853618173706
Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.23030302536253455,0.06796116007870713,0.21818181324132244,0.21505376012660427,0.06986899280715482,0.20430107195456126,0.24324324034696862,0.13793103194081124,0.24324324034696862
В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,13,0.1907692259453729,0.03406325550713124,0.17230768748383446,0.18064515876295528,0.042105261110249405,0.18064515876295528,0.1388888869860254,0.06792452677935211,0.12962962772676612
Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.18292682434265337,0.054590565761750115,0.18292682434265337,0.17964071618774433,0.1442307671158469,0.17964071618774433,0.20289854874932903,0.12244897775926697,0.20289854874932903
FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.26022304334710694,0.06606606107621173,0.24535315487127055,0.3270440218678059,0.14659685584934629,0.3270440218678059,0.2954545424076705,0.18446601679328872,0.2954545424076705
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%",tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,13,0.29429428929433943,0.1050119281749366,0.25825825325830337,0.291457283665564,0.19433198137324004,0.27135678115300116,0.2799999972445,0.20661156777371767,0.2599999972445
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,10,0.2032520275285876,0.046511622941469176,0.2032520275285876,0.21794871500328736,0.10471203938269243,0.20512820218277453,0.24657533936573467,0.15662650321962554,0.24657533936573467
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок",tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.30952380471673047,0.14588234807296901,0.2916666618595876,0.376470584965398,0.2790697645923202,0.376470584965398,0.25423728560937947,0.1901408428042551,0.24576270933819308
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.19607842654000607,0.06185566523076349,0.17647058340275124,0.27450980093126576,0.13402061587150607,0.2614379055064292,0.22009569145944463,0.13281249787139895,0.210526313469014
"В Тверской области слесарь первым получил звание ""Герой Труда""",tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,9,0.17791410543622282,0.07915566782492496,0.15337422813560933,0.1807909584474449,0.1170731690498513,0.1807909584474449,0.14814814625570397,0.08490565874555005,0.13756613567369336
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,12,0.22857142379092982,0.0817843819460762,0.19999999521950126,0.20547944979076752,0.10638297690640564,0.20547944979076752,0.21568627147827762,0.11764705614010318,0.19607842834102268
Уровень воды в районе села Ильинка Тюменской области достиг пика,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,10,0.20886075449387131,0.09245741592815603,0.19620252664577006,0.17877094773571364,0.13574660461497515,0.17877094773571364,0.19209039347569348,0.12931034318110882,0.19209039347569348
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.3549783500121812,0.10238907359619821,0.3203463153801466,0.32467532161831686,0.1333333308738988,0.3116883086313038,0.385185181811797,0.24675324377804014,0.3407407373673526
И.о. президента Южной Кореи ушел в отставку,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,7,0.23255813517991045,0.07072691118113666,0.2118863005545875,0.2068965492470868,0.10989010793382442,0.19310344579881095,0.12676056201076175,0.05449591177601736,0.10563380144738149
Эксперт Барреро: вероятность повторного масштабного блэкаута в Испании мала,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,9,0.19631901342372704,0.030769225782380824,0.17791410544826694,0.1942857120875102,0.08695651983943621,0.1828571406589388,0.11282051081867193,0.06167400706010214,0.11282051081867193
Прокуратура Южной Кореи обвинила Юн Сок Ёля в превышении полномочий,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,10,0.2214022091153444,0.06748465773495461,0.1992619877131304,0.15384615222856343,0.07766990164577248,0.15384615222856343,0.1666666646522039,0.108108106395179,0.1666666646522039
Верховный суд Южной Кореи не согласился с оправданием фаворита президентской гонки,tass,gpt,neutral,tass_combined_gpt_01_05_12_05.csv,11,0.23529411305682435,0.11620794664646651,0.22745097580192242,0.2680412344988841,0.16867469667586008,0.2474226777978531,0.4132231367666144,0.30434782268431004,0.4132231367666144
"Президент Сербии Александр Вучич досрочно прервал визит в США из-за болезни, его госпитализировали",tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,13,0.09374999667114269,0.027586203614744745,0.09374999667114269,0.24806201210504175,0.1267605603005357,0.24806201210504175,0.18181817681983486,0.07017543361034201,0.18181817681983486
Силовики сорвали концерт в баре Екатеринбурга,tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,6,0.12903225378896996,0.033707861080040896,0.12903225378896996,0.1846153817029586,0.07947019600192982,0.15384615093372786,0.11267605195794503,0.0,0.11267605195794503
На Москву и Подмосковье обрушился сильный снегопад,tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,7,0.061135366744341585,0.01428571008571552,0.061135366744341585,0.07361963075012234,0.0,0.07361963075012234,0.04651162585181188,0.0,0.04651162585181188
"Цена на «однушку» в Москве выросла на 86% за пять лет, цена студии — на 97%",tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,16,0.11659192412073453,0.021582729744579202,0.10762331425526368,0.2030456821036358,0.09599999675232011,0.17258882931175762,0.19230768762019243,0.09230768753964522,0.1730769183894232
"Во Владивостоке прошел детский парад «Правнуки Победы», на который пригласили детей из КНДР",tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,13,0.10582010248313327,0.01724137634512536,0.10582010248313327,0.33155079890074074,0.191304344952741,0.31016042456918985,0.20512820013149255,0.02439023890541447,0.17948717449046694
В ближайшие дни на Землю упадет советская межпланетная станция «Космос-482» весом в полтонны,tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,13,0.1937984446893217,0.032786880327654595,0.18604650670482556,0.23157894375346263,0.10810810461813174,0.221052627963989,0.13924050225524767,0.05464480477171637,0.12658227440714642
"Ученые создали лекарство, нейтрализующее яд 19 самых смертоносных змей",tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,9,0.13599999514112018,0.006968636260732539,0.11999999514112018,0.21276595397691267,0.07619047299047632,0.170212762487551,0.10958903699756067,0.0,0.09589040686057437
Релиз GTA VI перенесли на май 2026 года,tvrain,gpt,tass,tvrain_combined_gpt_04_05_18_42.csv,8,0.30894308465430637,0.09790209318475256,0.2845528407518673,0.19767441628785834,0.10945273421548973,0.18604650931111413,0.1666666635680556,0.04511277899711705,0.14999999690138896
Лавров и глава МИД Тоголезской Республики обменялись поздравительными телеграммами,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,9,0.3454545406037191,0.19083968991871117,0.32727272242190086,0.2435897407273176,0.15957446562528296,0.2435897407273176,0.45762711511490956,0.3593749966711427,0.44067796257253666
Президент Доминиканы встретился с главой МИД РФ,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,7,0.24644549270052346,0.062499995147705455,0.21800947374317747,0.10687022721985902,0.036809814483044205,0.10687022721985902,0.1698113186027056,0.08403361149918796,0.1698113186027056
Кабмин одобрил проект соглашения о безвизовом режиме с Мьянмой,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,9,0.2347826037262761,0.09964412315345574,0.21739129937845003,0.2781456924275251,0.18888888633888892,0.26490065931494233,0.3157894704483013,0.2064516100262227,0.3007518764633389
"Йеллен: пошлины, введенные Трампом, грозят стране рецессией",tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,7,0.27272726784494455,0.05405404919294338,0.24431817693585364,0.19999999783460212,0.07766990108162884,0.15294117430519033,0.1071428554436384,0.07857142718392858,0.09821428401506699
"Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем",tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,12,0.29914529415443064,0.10810810310833661,0.29914529415443064,0.25675675386048213,0.15819208773213322,0.25675675386048213,0.2898550694055871,0.18285714016914287,0.2898550694055871
Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,13,0.33160621337163415,0.16194331560917252,0.33160621337163415,0.21656050705343016,0.10204081417742612,0.21656050705343016,0.5365853618173706,0.3838383801652894,0.5365853618173706
Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.25786163033404536,0.10152283772011671,0.2515723221579448,0.33333332985533104,0.18009478371644846,0.33333332985533104,0.24324324034696862,0.13793103194081124,0.24324324034696862
В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,13,0.22662889022783278,0.0643678111606821,0.2096317230890226,0.13114753878587002,0.046728970117914305,0.12021857703723615,0.1388888869860254,0.06792452677935211,0.12962962772676612
Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.22291021181531512,0.07389162065082905,0.21671826135091884,0.20987654077351015,0.142180092697828,0.1975308617611645,0.20289854874932903,0.12244897775926697,0.20289854874932903
FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.26717556756103966,0.07166123287419529,0.26717556756103966,0.2763157860742729,0.08484848172194685,0.26315789133743084,0.2954545424076705,0.18446601679328872,0.2954545424076705
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%",tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,13,0.30163933930749803,0.1538461488650889,0.29508196225831773,0.36257309630040013,0.25688073124947397,0.35087718986765165,0.2799999972445,0.20661156777371767,0.2599999972445
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,10,0.212244892965931,0.052459011438646,0.20408162765980856,0.309677416394589,0.14358974113030903,0.2967741905881375,0.24657533936573467,0.15662650321962554,0.24657533936573467
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок",tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.2758620640859097,0.1364705833670867,0.25862068477556494,0.3626373595308538,0.2883720901737156,0.3626373595308538,0.25423728560937947,0.1901408428042551,0.24576270933819308
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.2044728385730181,0.04113110052140872,0.1853035094995357,0.23749999711250006,0.09230768963366215,0.22499999711250002,0.22009569145944463,0.13281249787139895,0.210526313469014
"В Тверской области слесарь первым получил звание ""Герой Труда""",tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,9,0.23353292913245377,0.05985036907183455,0.21556885727616637,0.16216216023374724,0.05286343458945452,0.11891891699050404,0.14814814625570397,0.08490565874555005,0.13756613567369336
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,12,0.2592592545271777,0.11235954587664315,0.24999999526791844,0.18421052412828948,0.10752687988611402,0.17105262939144739,0.21568627147827762,0.11764705614010318,0.19607842834102268
Уровень воды в районе села Ильинка Тюменской области достиг пика,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,10,0.22073578096576116,0.09326424374815459,0.22073578096576116,0.20987654104557232,0.14285714094387758,0.20987654104557232,0.19209039347569348,0.12931034318110882,0.19209039347569348
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.27755101549887556,0.11447810959289889,0.27755101549887556,0.24999999714356577,0.10050251014469337,0.2142857114292801,0.385185181811797,0.24675324377804014,0.3407407373673526
И.о. президента Южной Кореи ушел в отставку,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,7,0.2198952836686221,0.06012023624451337,0.2041884773858996,0.2571428545928572,0.1511627886425095,0.2571428545928572,0.12676056201076175,0.05449591177601736,0.10563380144738149
Эксперт Барреро: вероятность повторного масштабного блэкаута в Испании мала,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,9,0.17589576055300338,0.037234037594076036,0.16286644459209132,0.20512820270545695,0.08290155238422511,0.20512820270545695,0.11282051081867193,0.06167400706010214,0.11282051081867193
Прокуратура Южной Кореи обвинила Юн Сок Ёля в превышении полномочий,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,10,0.17004048084381007,0.04123710843329732,0.17004048084381007,0.1793103429726516,0.08187134352587122,0.1793103429726516,0.1666666646522039,0.108108106395179,0.1666666646522039
Верховный суд Южной Кореи не согласился с оправданием фаворита президентской гонки,tass,gpt,tass,tass_combined_gpt_01_05_12_05.csv,11,0.24096385078369706,0.10423452312661162,0.21686746524152847,0.2127659547645994,0.11353711562708572,0.18085106114757812,0.4132231367666144,0.30434782268431004,0.4132231367666144
"Президент Сербии Александр Вучич досрочно прервал визит в США из-за болезни, его госпитализировали",tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,13,0.06763284797311496,0.023529409688581502,0.06763284797311496,0.16346153613165681,0.06349206157879825,0.16346153613165681,0.18181817681983486,0.07017543361034201,0.18181817681983486
Силовики сорвали концерт в баре Екатеринбурга,tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,6,0.07174887554545654,0.0,0.06278026567998571,0.11111110905774925,0.025641023800131623,0.07070706865370888,0.11267605195794503,0.0,0.11267605195794503
На Москву и Подмосковье обрушился сильный снегопад,tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,7,0.09160304931647358,0.01265822394488183,0.08396946153021406,0.07142857046022492,0.041152262510118734,0.07142857046022492,0.04651162585181188,0.0,0.04651162585181188
"Цена на «однушку» в Москве выросла на 86% за пять лет, цена студии — на 97%",tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,16,0.14592274275820158,0.020134224291474108,0.14592274275820158,0.19323671191766437,0.11111110804691367,0.17391304042007985,0.19230768762019243,0.09230768753964522,0.1730769183894232
"Во Владивостоке прошел детский парад «Правнуки Победы», на который пригласили детей из КНДР",tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,13,0.105769227662722,0.008130078469166165,0.105769227662722,0.2524271814572533,0.1393442595538834,0.24271844359317563,0.20512820013149255,0.02439023890541447,0.17948717449046694
В ближайшие дни на Землю упадет советская межпланетная станция «Космос-482» весом в полтонны,tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,13,0.11371236987997917,0.005665717683317297,0.10702340666927684,0.19047618733906793,0.08148147846364895,0.19047618733906793,0.13924050225524767,0.05464480477171637,0.12658227440714642
"Ученые создали лекарство, нейтрализующее яд 19 самых смертоносных змей",tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,9,0.12676055873834574,0.011940293926666937,0.12676055873834574,0.19819819513026543,0.07751937711916361,0.1621621590942294,0.10958903699756067,0.0,0.09589040686057437
Релиз GTA VI перенесли на май 2026 года,tvrain,gpt,tvrain,tvrain_combined_gpt_04_05_18_42.csv,8,0.1634241198140776,0.025974021400953746,0.1556420186467624,0.16393442403177164,0.08968609673389777,0.16393442403177164,0.1666666635680556,0.04511277899711705,0.14999999690138896
Лавров и глава МИД Тоголезской Республики обменялись поздравительными телеграммами,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,9,0.16793892676388333,0.044728430133614126,0.16793892676388333,0.14141413905876954,0.05020920301675399,0.12121211885674935,0.45762711511490956,0.3593749966711427,0.44067796257253666
Президент Доминиканы встретился с главой МИД РФ,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,7,0.23931623452662734,0.07092198112368625,0.22222221743261023,0.11688311533732501,0.05291005162901378,0.11688311533732501,0.1698113186027056,0.08403361149918796,0.1698113186027056
Кабмин одобрил проект соглашения о безвизовом режиме с Мьянмой,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,9,0.20216606025726921,0.07536231417332523,0.1877256270442728,0.2222222198668503,0.14754098163833648,0.2121212097658402,0.3157894704483013,0.2064516100262227,0.3007518764633389
"Йеллен: пошлины, введенные Трампом, грозят стране рецессией",tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,7,0.2119565167924446,0.06034482265392802,0.20652173418374892,0.19354838509365244,0.1327433611461352,0.18279569692160944,0.1071428554436384,0.07857142718392858,0.09821428401506699
"Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем",tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,12,0.19444443969135816,0.08767122806590381,0.18749999524691371,0.23762376013332023,0.16260162399894243,0.2277227700343104,0.2898550694055871,0.18285714016914287,0.2898550694055871
Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,13,0.2617801004424221,0.12396693787138871,0.2303664878769771,0.258064513601665,0.13612565225295362,0.2322580619887617,0.5365853618173706,0.3838383801652894,0.5365853618173706
Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.18550724139533725,0.05092592092978444,0.17971013994606191,0.19900497199673278,0.08032128249866946,0.18905472324051387,0.24324324034696862,0.13793103194081124,0.24324324034696862
В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,13,0.19373218878190937,0.053452110846871265,0.17663817168789228,0.14364640662128753,0.043859647379193664,0.14364640662128753,0.1388888869860254,0.06792452677935211,0.12962962772676612
Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.13661201685807298,0.022675731961478058,0.13661201685807298,0.09756097361760861,0.03252032337728876,0.09756097361760861,0.20289854874932903,0.12244897775926697,0.20289854874932903
FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.2524271794937213,0.04712041388777771,0.233009703765566,0.15075376607762433,0.03333333102222239,0.15075376607762433,0.2954545424076705,0.18446601679328872,0.2954545424076705
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%",tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,13,0.19941348473817744,0.09354119770298787,0.18181817682028892,0.20289854804452848,0.12996389670919734,0.18357487654694396,0.2799999972445,0.20661156777371767,0.2599999972445
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,10,0.24444443952373124,0.05504586668125622,0.22962962470891646,0.21111110848395065,0.11981566595510633,0.21111110848395065,0.24657533936573467,0.15662650321962554,0.24657533936573467
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок",tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.18994412915374068,0.08968609371262269,0.17877094479619876,0.23958333035210505,0.1355932176949871,0.2291666636854384,0.25423728560937947,0.1901408428042551,0.24576270933819308
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.19411764207975793,0.06714627800493456,0.18235293619740497,0.20320855360347737,0.1255605357228177,0.20320855360347737,0.22009569145944463,0.13281249787139895,0.210526313469014
"В Тверской области слесарь первым получил звание ""Герой Труда""",tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,9,0.12568305513855316,0.02331001836025773,0.12568305513855316,0.12903225639108923,0.054901959405151905,0.12903225639108923,0.14814814625570397,0.08490565874555005,0.13756613567369336
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,12,0.19531249561798106,0.07453415720844128,0.16406249561798109,0.16666666488335505,0.0995850607882096,0.15624999821668836,0.21568627147827762,0.11764705614010318,0.19607842834102268
Уровень воды в районе села Ильинка Тюменской области достиг пика,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,10,0.1840490747613762,0.07600949618767701,0.1840490747613762,0.14814814625570397,0.0952380935852027,0.14814814625570397,0.19209039347569348,0.12931034318110882,0.19209039347569348
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.25468164315223957,0.11320754238519067,0.2247190963357602,0.2105263132027701,0.1272727250512397,0.2105263132027701,0.385185181811797,0.24675324377804014,0.3407407373673526
И.о. президента Южной Кореи ушел в отставку,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,7,0.20772946396497013,0.04096833807170725,0.18840579246738556,0.17441860250743646,0.09523809351473926,0.17441860250743646,0.12676056201076175,0.05449591177601736,0.10563380144738149
Эксперт Барреро: вероятность повторного масштабного блэкаута в Испании мала,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,9,0.17647058323685136,0.033980577524390404,0.17058823029567488,0.12698412492707373,0.061135369442230365,0.10582010376305258,0.11282051081867193,0.06167400706010214,0.11282051081867193
Прокуратура Южной Кореи обвинила Юн Сок Ёля в превышении полномочий,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,10,0.10714285227780633,0.02305475030238701,0.10714285227780633,0.1348314591307916,0.0616740076531662,0.1348314591307916,0.1666666646522039,0.108108106395179,0.1666666646522039
Верховный суд Южной Кореи не согласился с оправданием фаворита президентской гонки,tass,gpt,tvrain,tass_combined_gpt_01_05_12_05.csv,11,0.2357723530620002,0.12499999541897525,0.2276422717611872,0.2594594567421476,0.18584070566215055,0.2594594567421476,0.4132231367666144,0.30434782268431004,0.4132231367666144
"Президент Сербии Александр Вучич досрочно прервал визит в США из-за болезни, его госпитализировали",tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,13,0.058139532237020126,0.009852214229901879,0.046511625260275975,0.20809248283604534,0.09999999766450006,0.20809248283604534,0.18181817681983486,0.07017543361034201,0.18181817681983486
Силовики сорвали концерт в баре Екатеринбурга,tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,6,0.13636363239669433,0.01904761537006874,0.12499999603305798,0.2649006596693128,0.17486338569918486,0.22516556033156443,0.11267605195794503,0.0,0.11267605195794503
На Москву и Подмосковье обрушился сильный снегопад,tvrain,gpt,universal,tvrain_combined_gpt_04_05_18_42.csv,7,0.12295081538296172,0.013745700360648832,0.10655737276001093,0.08988763938896605,0.055045870601380366,0.08988763938896605,0.04651162585181188,0.0,0.04651162585181188
